105|V_ID,105|QoL,105|QoL__4,105|QoL__5,105|c_,105|c__4,105|c__5,105|j_,105|j__4,105|j__5,105|ht_,105|ht__4,105|ht__5,105|s_,105|s__4,105|s__5,105|cs_,105|cs__4,105|cs__5,105|e_,105|h_,105|h__4,105|h__5,106|QoL,106|QoL__4,106|QoL__5,106|c_,106|c__4,106|c__5,106|j_,106|j__4,106|j__5,106|ht_,106|ht__4,106|ht__5,106|s_,106|s__4,106|s__5,106|cs_,106|cs__4,106|cs__5,106|e_,106|h_,106|h__4,106|h__5,107|QoL,107|QoL__4,107|QoL__5,107|c_,107|c__4,107|c__5,107|j_,107|j__4,107|j__5,107|ht_,107|ht__4,107|ht__5,107|s_,107|s__4,107|s__5,107|cs_,107|cs__4,107|cs__5,107|e_,107|h_,107|h__4,107|h__5,108|QoL,108|QoL__4,108|QoL__5,108|c_,108|c__4,108|c__5,108|j_,108|j__4,108|j__5,108|ht_,108|ht__4,108|ht__5,108|s_,108|s__4,108|s__5,108|cs_,108|cs__4,108|cs__5,108|e_,108|h_,108|h__4,108|h__5,109|QoL,109|QoL__4,109|QoL__5,109|c_,109|c__4,109|c__5,109|j_,109|j__4,109|j__5,109|ht_,109|ht__4,109|ht__5,109|s_,109|s__4,109|s__5,109|cs_,109|cs__4,109|cs__5,109|e_,109|h_,109|h__4,109|h__5
65000030-008,0.007318071150653083,1,1,0.030662308188106058,2,2,-1.3806404711406004,1,1,-0.8571428571428574,1,1,1.0,1,1,1.0,1,1,1.0,-0.7855609087539944,3,3,0.28190902115827954,1.0,1.0,-0.03226042558692632,2.0,2.0,-1.1324047647031472,1.0,1.0,-0.7321428571428571,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8212829314087894,2.0,2.0,-0.12648955096504533,1.0,1.0,-0.3960918249451999,1.0,1.0,-1.3143228191422214,1.0,1.0,-0.670890085524232,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7451848213533918,3.0,4.0,2.3928498927275528,2.0,3.0,-0.3336073347503111,1.0,1.0,-1.34696658882134,1.0,1.0,-0.12682676518883407,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.7997494185119629,2.0,3.0,1.7857272332345286,2.0,2.0,-0.4714704717143104,1.0,1.0,-1.348405779317039,1.0,1.0,-0.5840932117527863,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.810303303981335,2.0,3.0
65000030-085,3.1184150512125863,3,3,0.5624133204122972,4,5,-0.8410196441438107,2,2,-0.8290456232786496,1,2,1.0116279069767442,2,2,3.0,3,3,1.0,-0.7855609087539944,3,3,3.3136130963801573,3.0,3.0,0.49456572559252,4.0,5.0,-0.6748690333517464,2.0,2.0,-0.6964285714285714,2.0,3.0,1.0116279069767442,2.0,2.0,3.0,3.0,3.0,1.0,-0.8212829314087894,2.0,2.0,2.9616001174959363,3.0,3.0,0.195107349529051,3.0,3.0,-0.7836056866776897,2.0,2.0,-0.7163446309787774,2.0,2.0,1.0116279069767442,2.0,2.0,3.0,3.0,3.0,1.0,-0.7451848213533918,3.0,4.0,3.346623362325337,3.0,4.0,0.04524247750505611,2.0,2.0,-0.7663576200648619,2.0,2.0,-0.1441399835796388,4.0,5.0,1.0116279069767442,2.0,2.0,3.0,3.0,3.0,1.0,-0.7997494185119629,2.0,3.0,3.001215590202945,3.0,3.0,0.10101515640593817,2.0,3.0,-0.6957543617009352,2.0,2.0,-0.6053698074974672,3.0,3.0,1.0116279069767442,2.0,2.0,3.0,3.0,3.0,1.0,-0.810303303981335,2.0,3.0
65000030-052,3.301512006696247,3,3,0.663905648050051,4,5,-0.7477871093211603,2,2,-0.8290456232786496,1,2,1.0,1,1,3.0,3,3,1.0,-0.7855609087539944,3,3,3.4994151831935487,3.0,4.0,0.6242203428278189,4.0,5.0,-0.6070936567969097,2.0,3.0,-0.6964285714285714,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.8212829314087894,2.0,2.0,2.9335006389788996,3.0,3.0,0.19926567338134404,3.0,3.0,-0.7798453381678361,2.0,2.0,-0.7407348748812164,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.7451848213533918,3.0,4.0,3.493251332793567,3.0,4.0,0.21101022992920576,3.0,3.0,-0.7634528283773706,2.0,2.0,-0.15455665024630538,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.7997494185119629,2.0,3.0,2.9907314431054983,3.0,3.0,0.15918286483143732,2.0,3.0,-0.7315017145024562,2.0,2.0,-0.6266464032421479,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.810303303981335,2.0,3.0
65000030-053,3.93734198198933,3,4,0.6218986071332302,4,5,-0.06995009311125638,4,4,-0.8290456232786496,1,2,1.0,1,1,3.0,3,3,1.0,-0.7855609087539944,3,3,3.9814374734494855,3.0,4.0,0.5805419324440765,4.0,5.0,-0.08139295615723013,4.0,4.0,-0.6964285714285714,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.8212829314087894,2.0,2.0,3.672840618506537,3.0,4.0,0.1946032450927045,3.0,3.0,-0.10402474853337751,4.0,4.0,-0.6725530566993982,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.7451848213533918,3.0,4.0,4.1745775307698105,3.0,4.0,0.27987507069642886,3.0,4.0,-0.16478457461662577,3.0,4.0,-0.1407635467980295,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.7997494185119629,2.0,3.0,3.7717320688293188,3.0,4.0,0.30806549300831343,3.0,4.0,-0.11220422977602468,4.0,4.0,-0.6138258904216352,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.810303303981335,2.0,3.0
65000030-086,2.856549138026579,3,3,0.34927589529304404,3,4,-0.8781202252338209,2,2,-0.8290456232786496,1,2,1.0,1,1,3.0,3,3,1.0,-0.7855609087539944,3,3,3.215955533116245,3.0,3.0,0.30916982892151573,3.0,4.0,-0.5755027929679097,2.0,3.0,-0.6964285714285714,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.8212829314087894,2.0,2.0,2.759407545467317,3.0,3.0,-0.03407027056157641,2.0,2.0,-0.8131745498207557,2.0,2.0,-0.6481628127969592,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.7451848213533918,3.0,4.0,3.1876388508555697,3.0,3.0,-0.08437150015222453,1.0,2.0,-0.79789335034888,2.0,2.0,-0.13034688013136292,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.7997494185119629,2.0,3.0,2.809701984149764,3.0,3.0,-0.035291670259887914,2.0,2.0,-0.7521537469320589,2.0,2.0,-0.5925492946769544,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.810303303981335,2.0,3.0
65000030-034,-0.8327413040470226,1,1,0.316391011032663,3,4,-0.39166864018989844,3,3,-0.9719027661357924,1,1,0.0,1,1,1.0,1,1,0.0,-0.7855609087539944,3,3,0.48316955016721697,1.0,1.0,0.2604037237906418,3.0,4.0,-0.11666552792892149,4.0,4.0,-0.8392857142857142,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8212829314087894,2.0,2.0,-0.02734967218206541,1.0,1.0,-0.13233520846770014,1.0,1.0,-0.35548374435653884,3.0,4.0,-0.7943458980044347,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7451848213533918,3.0,4.0,0.44941696994095226,1.0,1.0,-0.08980034088900865,1.0,2.0,-0.38078901778451313,3.0,3.0,-0.28024425287356314,4.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7997494185119629,2.0,3.0,-1.0908514805893588,1.0,1.0,-0.07375017099716047,1.0,2.0,-0.39201349933699536,3.0,3.0,-0.814784506273868,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.810303303981335,2.0,3.0
65000150-009,2.7610715963326276,3,3,0.6082455024293354,4,5,-1.0612907798598978,1,2,-1.2000000000000002,1,1,2.0,2,3,2.0,2,2,1.0,-0.5858831262368103,4,4,3.49620903475175,3.0,4.0,0.5306853635488952,4.0,5.0,-0.7438384197953922,2.0,2.0,-0.7142857142857142,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,2.904996776357734,3.0,3.0,0.14744989220169247,2.0,3.0,-1.0503553864662052,1.0,2.0,-0.6646341463414633,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,3.2084961818670514,3.0,3.0,0.1864412835695491,3.0,3.0,-1.0746967877511593,1.0,2.0,-0.3220545977011493,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,2.981923438866302,3.0,3.0,0.2794036133384408,3.0,4.0,-1.030123897826507,1.0,2.0,-0.7054009819967266,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-008,2.416636325258114,2,3,0.40607760556927,4,4,-1.21518606105109,1,1,-1.2000000000000002,1,1,2.011627906976744,4,4,2.0,2,2,1.0,-0.5858831262368103,4,4,3.2498779445307315,3.0,3.0,0.40840995507733857,4.0,4.0,-0.8438077228073131,2.0,2.0,-0.7499999999999999,2.0,2.0,2.011627906976744,4.0,4.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,2.712794992788365,2.0,3.0,0.032231182123861,2.0,2.0,-1.1389663669344863,1.0,1.0,-0.6646341463414633,2.0,3.0,2.011627906976744,4.0,4.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,2.9063151635307274,3.0,3.0,-0.04193000445131398,2.0,2.0,-1.1601344250433647,1.0,1.0,-0.3220545977011493,4.0,4.0,2.011627906976744,4.0,4.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,2.5599422745814815,2.0,3.0,-0.061529587771153305,2.0,2.0,-1.101523172233797,1.0,1.0,-0.7266775777414075,2.0,2.0,2.011627906976744,4.0,4.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-007,-0.758820663267925,1,1,0.615395783802601,4,5,-0.5083333208337155,2,3,-1.2800000000000002,1,1,0.0,1,1,0.0,1,1,1.0,-0.5858831262368103,4,4,0.032194033391634125,1.0,1.0,0.6128462907958067,4.0,5.0,-0.16501434840241963,3.0,4.0,-0.8392857142857142,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.5763521947160389,4.0,4.0,-0.4350140579965941,1.0,1.0,0.3203240730896429,3.0,4.0,-0.4690053684490597,3.0,3.0,-0.7588691796008868,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,-0.224627499263914,1.0,1.0,0.2862490094304174,3.0,4.0,-0.4695534820993149,3.0,3.0,-0.4601293103448274,3.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,-0.4352241039083764,1.0,1.0,0.335581570511313,3.0,4.0,-0.41125081621377413,3.0,3.0,-0.7975995635570103,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
65000150-015,1.1026480171041744,1,1,0.6754972310121563,4,5,-0.8150633215353795,2,2,-1.1719027661357924,1,1,2.0,2,3,0.0,1,1,1.0,-0.5858831262368103,4,4,1.782056803907416,2.0,2.0,0.6402300737281753,4.0,5.0,-0.5675353608190059,2.0,3.0,-0.7142857142857142,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,-0.5763521947160389,4.0,4.0,1.2635543481678515,1.0,2.0,0.2825384007821567,3.0,4.0,-0.7797688066068396,2.0,2.0,-0.7117516629711751,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,1.4445810194981201,1.0,2.0,0.21257346930933257,3.0,3.0,-0.819844710572518,2.0,2.0,-0.36695402298850566,3.0,4.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,1.1729933998479896,1.0,1.0,0.2794834026777828,3.0,4.0,-0.817857130439481,2.0,2.0,-0.7266775777414075,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
65000150-013,0.8208297235498273,1,1,0.6584727419243773,4,5,-1.0517598921377396,1,2,-1.2000000000000002,1,1,1.0,1,1,1.0,1,1,1.0,-0.5858831262368103,4,4,0.4033553314883497,1.0,1.0,0.627976239315863,4.0,5.0,-0.8982687131114743,2.0,2.0,-0.7499999999999999,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5763521947160389,4.0,4.0,1.1349153402632672,1.0,1.0,0.3081122554999391,3.0,4.0,-1.005489429761357,1.0,2.0,-0.6402439024390243,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,1.2808039988034476,1.0,2.0,0.14919566257560557,2.0,3.0,-0.9962496716599003,1.0,2.0,-0.2909482758620688,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,0.9512123934314762,1.0,1.0,0.23664398517922958,3.0,3.0,-0.97552212361276,1.0,2.0,-0.7479541734860884,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
65000150-010,3.0638610107510877,3,3,0.8250825465099635,4,5,-0.9792143785143133,1,2,-1.2000000000000002,1,1,2.003875968992248,3,4,2.0,2,2,1.0,-0.5858831262368103,4,4,3.4590705995158078,3.0,4.0,0.7004397349659409,4.0,5.0,-0.7938929097263423,2.0,2.0,-0.8749999999999999,1.0,1.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,3.2214616931669022,3.0,3.0,0.3952034316589149,4.0,4.0,-0.9611297342040679,2.0,2.0,-0.6890243902439023,2.0,3.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,3.4515812835453183,3.0,4.0,0.3086412138722132,3.0,4.0,-0.9472709187011376,2.0,2.0,-0.332471264367816,4.0,4.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,3.0318935069962234,3.0,3.0,0.30576785752804514,3.0,4.0,-0.9323798584812755,2.0,2.0,-0.7834151663938898,2.0,2.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-006,0.7742368246219674,1,1,0.8253543441966978,4,5,-1.4119675051873106,1,1,-1.0571428571428574,1,1,2.003875968992248,3,4,0.0,1,1,1.0,-0.5858831262368103,4,4,0.2919424956953969,1.0,1.0,0.7698708673860986,4.0,5.0,-1.2983092888240535,1.0,1.0,-0.6071428571428571,3.0,3.0,2.003875968992248,3.0,4.0,0.0,1.0,1.0,0.0,-0.5763521947160389,4.0,4.0,0.9114803359289478,1.0,1.0,0.47208679996059366,4.0,5.0,-1.4925145737760106,1.0,1.0,-0.5445042762115933,3.0,3.0,2.003875968992248,3.0,4.0,0.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,1.0859202525964955,1.0,1.0,0.37959645001260967,4.0,4.0,-1.502678236693477,1.0,1.0,-0.21368021346469623,4.0,5.0,2.003875968992248,3.0,4.0,0.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,0.7925947283073439,1.0,1.0,0.3894100840180301,4.0,4.0,-1.4633716780939328,1.0,1.0,-0.5753643519600966,3.0,3.0,2.003875968992248,3.0,4.0,0.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
65000150-005,1.080401525460616,1,1,0.7376304349421425,4,5,-1.981954864086355,1,1,-1.0971428571428574,1,1,1.0077519379844961,2,2,2.0,2,2,1.0,-0.5858831262368103,4,4,1.6284594918367366,2.0,2.0,0.6644952884833545,4.0,5.0,-1.8245783970579326,1.0,1.0,-0.6428571428571429,2.0,3.0,1.0077519379844961,2.0,2.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,1.2054100824670484,1.0,2.0,0.3345763273697384,3.0,4.0,-2.064950323639303,1.0,1.0,-0.5445042762115933,3.0,3.0,1.0077519379844961,2.0,2.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,1.3972179049707236,1.0,2.0,0.2438408292925712,3.0,3.0,-2.059500932591459,1.0,1.0,-0.21368021346469623,4.0,5.0,1.0077519379844961,2.0,2.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,1.1285667152696834,1.0,1.0,0.24193218877264758,3.0,3.0,-1.9696133677153382,1.0,1.0,-0.5895487491232172,3.0,3.0,1.0077519379844961,2.0,2.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-014,0.9453514356373992,1,1,0.6239986747624444,4,5,-0.9994972247376253,1,2,-1.0971428571428574,1,1,1.003875968992248,2,2,0.0,1,1,2.0,-0.5858831262368103,4,4,1.7509656122247441,2.0,2.0,0.6474801413689812,4.0,5.0,-0.7168954462775893,2.0,2.0,-0.6071428571428571,3.0,3.0,1.003875968992248,2.0,2.0,0.0,1.0,1.0,2.0,-0.5763521947160389,4.0,4.0,1.2249438598409508,1.0,2.0,0.29821101148528173,3.0,4.0,-0.9807850174862562,1.0,2.0,-0.5688945201140323,3.0,3.0,1.003875968992248,2.0,2.0,0.0,1.0,1.0,2.0,-0.5274635830362905,4.0,5.0,1.4698327196976384,1.0,2.0,0.3137904837273232,3.0,4.0,-1.0046839412380826,1.0,2.0,-0.26195607553366174,4.0,5.0,1.003875968992248,2.0,2.0,0.0,1.0,1.0,2.0,-0.581193716250189,4.0,4.0,1.218885868273807,1.0,2.0,0.3205575504169132,3.0,4.0,-0.9965967988525938,1.0,2.0,-0.5469955576338555,3.0,3.0,1.003875968992248,2.0,2.0,0.0,1.0,1.0,2.0,-0.5619552946489049,4.0,5.0
65000150-018,2.809401203067701,3,3,1.1017170294199288,4,5,-1.6531658119648074,1,1,-1.0571428571428574,1,1,2.003875968992248,3,4,2.0,2,2,1.0,-0.5858831262368103,4,4,3.3525547660978594,3.0,4.0,1.1285908125409005,4.0,5.0,-1.5964169635763936,1.0,1.0,-0.6071428571428571,3.0,3.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,2.9510734739201228,3.0,3.0,0.8941891861231754,4.0,5.0,-1.8506335780449783,1.0,1.0,-0.5688945201140323,3.0,3.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,3.206160439114493,3.0,3.0,0.9706439093475601,4.0,5.0,-1.9112728658322684,1.0,1.0,-0.2758928571428571,4.0,5.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,2.7585200384986086,3.0,3.0,0.8574170713256684,4.0,5.0,-1.965453355210307,1.0,1.0,-0.5753643519600966,3.0,3.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-002,2.576171088179555,2,3,0.665846848327975,4,5,-0.4105257457610001,3,3,-1.0971428571428574,1,1,2.003875968992248,3,4,1.0,1,1,1.0,-0.5858831262368103,4,4,3.2404262484136837,3.0,3.0,0.6546401363992361,4.0,5.0,-0.19888051940461882,3.0,4.0,-0.6428571428571429,2.0,3.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.5763521947160389,4.0,4.0,2.896938644671383,3.0,3.0,0.32198832697687974,3.0,4.0,-0.3796850647771339,3.0,3.0,-0.5217770034843205,3.0,4.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,3.1909580662440886,3.0,3.0,0.3270263777253606,3.0,4.0,-0.3795531093793242,3.0,3.0,-0.1791974548440065,4.0,5.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,2.872666639466431,3.0,3.0,0.3822624041166474,4.0,4.0,-0.3251428126199329,3.0,4.0,-0.6263736263736265,2.0,3.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
65000150-017,3.0130552617918007,3,3,0.6778420117613408,4,5,-0.9070008575969384,2,2,-1.1719027661357924,1,1,2.0,2,3,2.0,2,2,1.0,-0.5858831262368103,4,4,3.706500328959276,3.0,4.0,0.669600627126129,4.0,5.0,-0.6724623891650996,2.0,2.0,-0.7142857142857142,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,3.1346465415288747,3.0,3.0,0.2850193181736134,3.0,4.0,-0.9338848033645457,2.0,2.0,-0.6890243902439023,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,3.4781639801752644,3.0,4.0,0.34707944643921707,3.0,4.0,-0.9276642787493964,2.0,2.0,-0.3600574712643677,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,3.144316212694477,3.0,3.0,0.306779878374249,3.0,4.0,-0.8596463961263391,2.0,2.0,-0.7408619749045281,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-019,1.2060991913997987,1,2,0.7628787223840383,4,5,-1.774772373739677,1,1,-1.2000000000000002,1,1,2.003875968992248,3,4,1.0,1,1,1.0,-0.5858831262368103,4,4,1.506923551770927,2.0,2.0,0.670097509787502,4.0,5.0,-1.8406977322927849,1.0,1.0,-0.7499999999999999,2.0,2.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.5763521947160389,4.0,4.0,1.3638311745403646,1.0,2.0,0.2961095549268355,3.0,4.0,-1.7440566200009648,1.0,1.0,-0.6646341463414633,2.0,3.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,1.6642511805046314,2.0,2.0,0.26791585620448555,3.0,4.0,-1.7249819859131779,1.0,1.0,-0.30136494252873547,4.0,4.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,1.1687614254068492,1.0,1.0,0.20198330478306828,3.0,3.0,-1.734280578815034,1.0,1.0,-0.7408619749045281,2.0,2.0,2.003875968992248,3.0,4.0,1.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
65000150-020,3.004718518041587,3,3,0.701417662365218,4,5,-0.7108160180868208,2,2,-1.4000000000000004,1,1,2.0,2,3,2.0,2,2,1.0,-0.5858831262368103,4,4,3.643225268065633,3.0,4.0,0.7009087559764683,4.0,5.0,-0.4813312931947965,3.0,3.0,-0.9999999999999999,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,3.323633260607171,3.0,4.0,0.2972067878433662,3.0,4.0,-0.7326953100535633,2.0,2.0,-0.7134146341463414,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,3.659481769446569,3.0,4.0,0.31326358862943865,3.0,4.0,-0.7399731604039451,2.0,2.0,-0.33261494252873547,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,3.2274703153831505,3.0,3.0,0.3715786088038827,3.0,4.0,-0.7136314493992137,2.0,2.0,-0.8685215493726132,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-001,0.5849686382114141,1,1,0.6763117988549607,4,5,-1.2693360033989842,1,1,-1.2400000000000002,1,1,2.003875968992248,3,4,1.0,1,1,0.0,-0.5858831262368103,4,4,3.262610453962993,3.0,3.0,0.6598811017220813,4.0,5.0,-1.0390801363210114,1.0,2.0,-0.7857142857142857,2.0,2.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5763521947160389,4.0,4.0,2.7988658598858644,3.0,3.0,0.2197241479844127,3.0,3.0,-1.2570267716154813,1.0,1.0,-0.6402439024390243,2.0,3.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5274635830362905,4.0,5.0,3.063516547032217,3.0,3.0,0.2069683417042206,3.0,3.0,-1.2820823232761316,1.0,1.0,-0.2840517241379309,4.0,5.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.581193716250189,4.0,4.0,2.576090120830006,2.0,3.0,0.25842615520028495,3.0,4.0,-1.2273663650147673,1.0,1.0,-0.8968903436988543,1.0,1.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5619552946489049,4.0,5.0
65000150-004,-0.6837338892109579,1,1,0.6115714909390777,4,5,-0.6332982229054732,2,3,-1.08,1,1,0.003875968992248,1,1,0.0,1,1,1.0,-0.5858831262368103,4,4,-0.026943102898922044,1.0,1.0,0.6216429585402887,4.0,5.0,-0.36182412142970555,3.0,4.0,-0.7142857142857142,2.0,2.0,0.003875968992248,1.0,1.0,0.0,1.0,1.0,1.0,-0.5763521947160389,4.0,4.0,-0.6328728758722585,1.0,1.0,0.24824911550592743,3.0,3.0,-0.5288204083762721,2.0,3.0,-0.8287139689578713,1.0,2.0,0.003875968992248,1.0,1.0,0.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,-0.37207541913555686,1.0,1.0,0.3329912528420966,3.0,4.0,-0.5158954764438503,2.0,3.0,-0.611853448275862,3.0,3.0,0.003875968992248,1.0,1.0,0.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,-0.4677196700929761,1.0,1.0,0.30534406067975,3.0,4.0,-0.5109473074619504,2.0,3.0,-0.7040370976541189,2.0,2.0,0.003875968992248,1.0,1.0,0.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
65000150-012,0.42347009858427187,1,1,-0.02631011766235436,2,2,-0.7924338913807714,2,2,-1.1719027661357924,1,1,1.0,1,1,1.0,1,1,1.0,-0.5858831262368103,4,4,1.0224034228628345,1.0,1.0,-0.050401531721948056,2.0,2.0,-0.636557136413465,2.0,3.0,-0.7142857142857142,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5763521947160389,4.0,4.0,0.691100437544031,1.0,1.0,-0.4198961981916953,1.0,1.0,-0.7212958787889592,2.0,2.0,-0.6402439024390243,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5274635830362905,4.0,5.0,1.0081396272961065,1.0,1.0,-0.371259524492332,1.0,1.0,-0.7484588560993035,2.0,2.0,-0.2909482758620688,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.581193716250189,4.0,4.0,0.6511709190647311,1.0,1.0,-0.3239052204307301,1.0,1.0,-0.7362909881142261,2.0,2.0,-0.7266775777414075,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5619552946489049,4.0,5.0
