COUNTYNAME,TOWNNAME,VILLNAME,fire,police,primary,secondary,gym,area,ID,名稱
新北市,新店區,復興里,"1","1","1",,,"624696",73|18|17,天主教耕莘醫院
新北市,新店區,大豐里,"1","1","1",,,"103643",73|18|17,天主教耕莘醫院
新北市,新店區,大同里,"1","1","1",,,"88515",73|18|17,天主教耕莘醫院
新北市,新店區,江陵里,"1","1","1",,,"159266",73|18|17,天主教耕莘醫院
新北市,新店區,寶安里,"1","1","1",,,"131638",73|18|17,天主教耕莘醫院
新北市,新店區,信義里,"1","1","1",,,"201673",73|18|17,天主教耕莘醫院
新北市,新店區,建國里,"1","1","1",,,"55518",,天主教耕莘醫院
新北市,新店區,福民里,"1","1","1",,,"285053",,天主教耕莘醫院
新北市,新店區,忠誠里,"1","1","1",,,"60853",,天主教耕莘醫院
新北市,新店區,新安里,"1","1","1",,,"92982",,天主教耕莘醫院
新北市,新店區,新生里,"1","1","1","1",,"185155",,天主教耕莘醫院
新北市,新店區,頂城里,"1","1",,,,"894925",,天主教耕莘醫院
新北市,新店區,新德里,"1","1","1","1",,"75754",,天主教耕莘醫院
新北市,新店區,五峯里,"1","1","1","1",,"311169",,天主教耕莘醫院
新北市,新店區,中華里,"1","1","1",,,"406990",,天主教耕莘醫院
新北市,新店區,百福里,"1","1","1",,,"101455",,天主教耕莘醫院
新北市,新店區,中正里,"1","1","1","1",,"202290",,天主教耕莘醫院
新北市,新店區,仁愛里,"1","1","1","1",,"68331",,天主教耕莘醫院
新北市,新店區,張北里,"1","1","1","1",,"237486",,天主教耕莘醫院
新北市,新店區,百忍里,"1","1","1",,,"84209",,天主教耕莘醫院
新北市,新店區,中央里,"1","1",,,,"386417",,天主教耕莘醫院
新北市,新店區,寶福里,"1","1","1","1",,"1607065",,天主教耕莘醫院
新北市,新店區,國豐里,"1","1","1",,,"83254",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,復興里,"1","1","1",,,"624696",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,福德里,"1","1","1",,,"82795",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,百和里,"1","1","1",,,"117408",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,明德里,"1","1","1",,,"104477",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,大豐里,"1","1","1",,,"103643",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,和平里,"1","1",,,,"22998",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,大同里,"1","1","1",,,"88515",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,江陵里,"1","1","1",,,"159266",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,寶安里,"1","1","1",,,"131638",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,中山里,"1","1","1",,,"1068118",18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,復興里,"1","1","1",,,"624696",73|18,佛教慈濟醫療財團法人台北慈濟醫院
臺北市,文山區,景東里,"1","1","1","1",,"266349",73|18,佛教慈濟醫療財團法人台北慈濟醫院
臺北市,文山區,景慶里,"1","1","1","1",,"369983",73|18,佛教慈濟醫療財團法人台北慈濟醫院
臺北市,文山區,景華里,"1","1","1","1",,"177539",73|18,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,寶安里,"1","1","1",,,"131638",73|18,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,寶興里,"1","1","1",,,"317135",73|18,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,信義里,"1","1","1",,,"201673",73|18,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,忠孝里,"1","1","1",,,"238266",73|18,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,大鵬里,"1","1","1",,,"113385",73|18,佛教慈濟醫療財團法人台北慈濟醫院
新北市,中和區,秀景里,"1","1","1",,,"774329",73|18,佛教慈濟醫療財團法人台北慈濟醫院
臺北市,文山區,試院里,"1","1","1","1",,"429953",73|18,佛教慈濟醫療財團法人台北慈濟醫院
臺北市,文山區,景行里,"1","1","1","1",,"169852",73|18,佛教慈濟醫療財團法人台北慈濟醫院
臺北市,文山區,景美里,"1","1","1","1",,"200976",73|18,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,復興里,"1","1","1",,,"624696",73|18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,大豐里,"1","1","1",,,"103643",73|18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,大同里,"1","1","1",,,"88515",73|18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,江陵里,"1","1","1",,,"159266",73|18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,寶安里,"1","1","1",,,"131638",73|18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,信義里,"1","1","1",,,"201673",73|18|17,佛教慈濟醫療財團法人台北慈濟醫院
新北市,新店區,達觀里,,,,,,"384313",,耕莘醫院安康院區
新北市,新店區,吉祥里,,,,,,"138506",,耕莘醫院安康院區
新北市,新店區,玫瑰里,,,,,,"184914",,耕莘醫院安康院區
新北市,新店區,明城里,,,"1","1",,"203905",,耕莘醫院安康院區
新北市,新店區,小城里,,,"1","1",,"329438",,耕莘醫院安康院區
新北市,新店區,安昌里,,,,,,"89461",,耕莘醫院安康院區
新北市,新店區,公崙里,,,,"1",,"1735155",,耕莘醫院安康院區
新北市,新店區,雙城里,,,"1","1",,"6378215",,耕莘醫院安康院區
新北市,新店區,德安里,,,"1","1",,"3605632",,耕莘醫院安康院區
新北市,新店區,柴埕里,"1","1",,"1",,"1486834",,耕莘醫院安康院區
新北市,土城區,裕生里,,"1","1",,,"341930",21|3,新北市立土城醫院
新北市,土城區,日新里,,"1","1","1",,"217132",21|20,新北市立土城醫院
新北市,土城區,員林里,"1","1","1","1",,"307225",21|20,新北市立土城醫院
新北市,土城區,員福里,"1","1","1","1",,"414317",21|20,新北市立土城醫院
新北市,土城區,柑林里,"1","1","1","1","1","630557",21|20,新北市立土城醫院
新北市,土城區,學士里,"1","1","1","1","1","89749",21|20,新北市立土城醫院
新北市,土城區,明德里,"1","1","1",,,"166098",21|20,新北市立土城醫院
新北市,土城區,學府里,"1","1","1","1","1","105323",21|20,新北市立土城醫院
新北市,土城區,中正里,"1","1","1","1","1","120279",21|20,新北市立土城醫院
新北市,土城區,日和里,"1","1","1","1",,"534559",21|20,新北市立土城醫院
新北市,土城區,樂利里,"1","1","1","1","1","71628",21|20,新北市立土城醫院
新北市,土城區,裕生里,,"1","1",,,"341930",21|20,新北市立土城醫院
新北市,土城區,員信里,"1","1","1",,,"152068",,新北市立土城醫院
新北市,土城區,埤塘里,"1","1","1",,,"2464860",,新北市立土城醫院
新北市,土城區,清和里,,"1",,,,"473673",,新北市立土城醫院
新北市,土城區,員仁里,"1","1","1",,,"384324",,新北市立土城醫院
新北市,土城區,土城里,"1","1","1",,,"46521",,新北市立土城醫院
新北市,土城區,清化里,,"1",,,,"4850454",,新北市立土城醫院
新北市,土城區,長風里,"1","1","1","1",,"49139",,新北市立土城醫院
新北市,土城區,青雲里,"1","1","1","1","1","281091",,新北市立土城醫院
新北市,土城區,復興里,"1","1","1",,"1","149319",3|2,板橋中興醫院海山院區
新北市,土城區,瑞興里,"1","1",,,,"64790",3|2,板橋中興醫院海山院區
新北市,板橋區,中山里,"1","1",,,,"413419",3|2,板橋中興醫院海山院區
新北市,板橋區,大安里,"1","1",,,,"89227",3|2,板橋中興醫院海山院區
新北市,板橋區,華東里,"1","1",,,,"512289",3|2,板橋中興醫院海山院區
新北市,土城區,復興里,"1","1","1",,"1","149319",4|3|2,板橋中興醫院海山院區
新北市,板橋區,華德里,"1","1","1",,,"268132",4|3|2,板橋中興醫院海山院區
新北市,土城區,瑞興里,"1","1",,,,"64790",4|3|2,板橋中興醫院海山院區
新北市,板橋區,中山里,"1","1",,,,"413419",4|3|2,板橋中興醫院海山院區
新北市,板橋區,華東里,"1","1",,,,"512289",4|3|2,板橋中興醫院海山院區
新北市,土城區,廣福里,"1","1","1","1","1","102487",21|3,板橋中興醫院海山院區
新北市,土城區,埤林里,"1","1","1","1","1","124964",21|3,板橋中興醫院海山院區
新北市,土城區,學成里,"1","1","1",,,"57713",21|3,板橋中興醫院海山院區
新北市,土城區,廣興里,"1","1","1","1","1","114862",21|3,板橋中興醫院海山院區
新北市,土城區,裕生里,,"1","1",,,"341930",21|3,板橋中興醫院海山院區
新北市,土城區,貨饒里,"1","1","1",,,"217170",21|3,板橋中興醫院海山院區
新北市,土城區,復興里,"1","1","1",,"1","149319",21|3,板橋中興醫院海山院區
新北市,板橋區,華德里,"1","1","1",,,"268132",21|3,板橋中興醫院海山院區
新北市,土城區,瑞興里,"1","1",,,,"64790",21|3,板橋中興醫院海山院區
新北市,板橋區,福安里,"1","1",,"1",,"736217",21|3,板橋中興醫院海山院區
新北市,板橋區,中山里,"1","1",,,,"413419",21|3,板橋中興醫院海山院區
新北市,板橋區,大安里,"1","1",,,,"89227",21|3,板橋中興醫院海山院區
新北市,板橋區,華東里,"1","1",,,,"512289",21|3,板橋中興醫院海山院區
新北市,土城區,復興里,"1","1","1",,"1","149319",21|3|2,板橋中興醫院海山院區
新北市,板橋區,華德里,"1","1","1",,,"268132",21|3|2,板橋中興醫院海山院區
新北市,土城區,瑞興里,"1","1",,,,"64790",21|3|2,板橋中興醫院海山院區
新北市,板橋區,中山里,"1","1",,,,"413419",21|3|2,板橋中興醫院海山院區
新北市,板橋區,華東里,"1","1",,,,"512289",21|3|2,板橋中興醫院海山院區
新北市,土城區,復興里,"1","1","1",,"1","149319",21|4|3|2,板橋中興醫院海山院區
新北市,板橋區,華德里,"1","1","1",,,"268132",21|4|3|2,板橋中興醫院海山院區
新北市,土城區,瑞興里,"1","1",,,,"64790",21|4|3|2,板橋中興醫院海山院區
新北市,板橋區,中山里,"1","1",,,,"413419",21|4|3|2,板橋中興醫院海山院區
新北市,板橋區,華東里,"1","1",,,,"512289",21|4|3|2,板橋中興醫院海山院區
新北市,土城區,日新里,,"1","1","1",,"217132",21|20,板橋中興醫院海山院區
新北市,土城區,員林里,"1","1","1","1",,"307225",21|20,板橋中興醫院海山院區
新北市,土城區,員福里,"1","1","1","1",,"414317",21|20,板橋中興醫院海山院區
新北市,土城區,柑林里,"1","1","1","1","1","630557",21|20,板橋中興醫院海山院區
新北市,土城區,學士里,"1","1","1","1","1","89749",21|20,板橋中興醫院海山院區
新北市,土城區,明德里,"1","1","1",,,"166098",21|20,板橋中興醫院海山院區
新北市,土城區,學府里,"1","1","1","1","1","105323",21|20,板橋中興醫院海山院區
新北市,土城區,中正里,"1","1","1","1","1","120279",21|20,板橋中興醫院海山院區
新北市,土城區,日和里,"1","1","1","1",,"534559",21|20,板橋中興醫院海山院區
新北市,土城區,樂利里,"1","1","1","1","1","71628",21|20,板橋中興醫院海山院區
新北市,土城區,裕生里,,"1","1",,,"341930",21|20,板橋中興醫院海山院區
新北市,板橋區,堂春里,,"1","1","1",,"340060",,板橋中興醫院海山院區
新北市,蘆洲區,延平里,,"1",,,,"61093",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,九芎里,,"1",,,,"70793",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,中路里,,"1","1","1",,"126186",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,長安里,,"1","1",,,"92317",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,忠義里,,"1","1",,,"78985",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,光明里,,"1","1","1",,"88118",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,永德里,,"1","1",,,"76980",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,光華里,,"1","1","1",,"73362",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,永康里,,"1","1",,,"96609",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,五股區,更寮里,"1","1","1",,,"2779420",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,中原里,,"1","1","1","1","171694",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,成功里,,"1","1","1","1","143293",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,保佑里,,"1","1","1","1","151719",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,永樂里,,"1","1","1","1","132140",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,水湳里,,"1","1","1",,"251940",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,南港里,,"1","1","1","1","173553",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,正義里,,"1","1","1","1","662224",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,水河里,,"1","1",,,"638167",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,五股區,成功里,"1","1",,,,"717801",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,蘆洲區,保新里,,"1","1","1","1","615486",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,五股區,成州里,,"1","1","1",,"1433288",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,五股區,成德里,,"1",,,,"869896",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,五股區,成泰里,"1","1","1","1",,"2228631",,宜興診所 X 雙和醫院 合作經營 ∣ 復健科 ∣ 內科 ∣ 勞健檢 ∣ 疼痛醫學 ∣ 職能 ∣ 物理 ∣ 頸腰椎退化 ∣ 增生修復注射 ∣ 震波 ∣ Ｘ光 ∣附設醫學美容中心
新北市,新莊區,西盛里,"1","1","1","1",,"1690622",16|12,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,育英里,,"1","1","1",,"97783",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,圳安里,"1","1","1",,"1","574905",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,大同里,"1","1","1","1",,"84605",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,東陽里,"1","1","1","1",,"235474",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,東昇里,,"1","1","1",,"242354",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,和平里,"1","1","1","1",,"299880",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,板橋區,溪福里,"1","1","1","1",,"1345330",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹南里,,"1","1","1",,"99367",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,板橋區,溪洲里,"1","1","1","1",,"143035",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,板橋區,堂春里,,"1","1","1",,"340060",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹人里,,"1","1","1",,"132489",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,板橋區,溪北里,,"1",,,,"123341",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹西里,,"1","1",,,"148923",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹東里,"1","1","1","1",,"186140",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹北里,,"1","1",,,"67035",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹興里,,"1","1","1",,"178507",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹福里,,"1","1",,,"130550",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,樹德里,,"1","1",,,"79763",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,保安里,,"1","1","1",,"231735",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,板橋區,崑崙里,,"1",,"1",,"299721",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,坡內里,,"1","1","1",,"2250626",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,板橋區,成和里,,"1",,"1",,"401197",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,文林里,"1","1","1","1","1","101661",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,潭底里,"1","1","1",,"1","825158",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,圳福里,"1","1","1","1","1","332166",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,樹林區,金寮里,"1","1","1","1","1","683150",,立康診所 l 台大醫師主治 l 原廠藥物 l 超音波 l 抽血健檢
新北市,汐止區,江北里,"1","1","1","1",,"1385818",,汐止國泰綜合醫院
新北市,汐止區,長安里,,"1","1",,,"428241",,汐止國泰綜合醫院
新北市,汐止區,自強里,"1","1","1","1",,"165378",,汐止國泰綜合醫院
新北市,汐止區,秀山里,"1","1","1","1",,"1111340",,汐止國泰綜合醫院
新北市,汐止區,復興里,"1","1","1","1",,"187122",,汐止國泰綜合醫院
新北市,汐止區,大同里,"1","1","1","1",,"62603",,汐止國泰綜合醫院
新北市,汐止區,福安里,"1","1","1","1",,"136312",,汐止國泰綜合醫院
新北市,汐止區,秀峰里,"1","1","1","1",,"190414",,汐止國泰綜合醫院
新北市,汐止區,智慧里,"1","1","1","1",,"509800",,汐止國泰綜合醫院
新北市,汐止區,禮門里,"1","1","1","1",,"74667",,汐止國泰綜合醫院
新北市,汐止區,信望里,"1","1","1","1",,"36627",,汐止國泰綜合醫院
新北市,汐止區,新昌里,"1","1","1","1",,"147001",,汐止國泰綜合醫院
新北市,汐止區,義民里,"1","1","1","1",,"100502",,汐止國泰綜合醫院
新北市,汐止區,仁德里,"1","1",,"1",,"46351",,汐止國泰綜合醫院
新北市,汐止區,城中里,"1","1","1","1",,"126196",,汐止國泰綜合醫院
新北市,汐止區,崇德里,"1","1","1",,,"694174",,汐止國泰綜合醫院
新北市,汐止區,保安里,,"1","1",,,"1181355",,汐止國泰綜合醫院
新北市,汐止區,橋東里,"1","1","1",,,"107235",,汐止國泰綜合醫院
新北市,汐止區,建成里,"1","1","1",,,"219967",,汐止國泰綜合醫院
新北市,汐止區,鄉長里,"1","1",,,,"1621190",,汐止國泰綜合醫院
新北市,汐止區,拱北里,,"1",,,,"2139583",,汐止國泰綜合醫院
新北市,三峽區,八張里,"1","1","1","1",,"120010",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,安溪里,"1","1","1","1",,"402568",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,中埔里,"1","1","1","1",,"1387444",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,三峽里,"1","1","1","1",,"38370",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,秀川里,"1","1","1","1",,"28440",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,礁溪里,"1","1","1","1",,"508161",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,永舘里,"1","1","1","1",,"347808",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,龍埔里,"1","1","1","1",,"2026379",26|25,永聖醫療社團法人文化醫院
新北市,三峽區,中正里,"1","1","1","1",,"1477467",,永聖醫療社團法人文化醫院
新北市,三峽區,介壽里,"1","1",,"1",,"2511198",,永聖醫療社團法人文化醫院
新北市,三峽區,溪南里,"1","1","1",,,"4428818",,永聖醫療社團法人文化醫院
新北市,三峽區,龍恩里,"1","1","1","1",,"1076828",,永聖醫療社團法人文化醫院
新北市,三峽區,龍學里,"1","1","1",,,"403954",,永聖醫療社團法人文化醫院
新北市,三峽區,八張里,"1","1","1","1",,"120010",26|25,恩主公醫院
新北市,三峽區,安溪里,"1","1","1","1",,"402568",26|25,恩主公醫院
新北市,三峽區,中埔里,"1","1","1","1",,"1387444",26|25,恩主公醫院
新北市,三峽區,三峽里,"1","1","1","1",,"38370",26|25,恩主公醫院
新北市,三峽區,秀川里,"1","1","1","1",,"28440",26|25,恩主公醫院
新北市,三峽區,礁溪里,"1","1","1","1",,"508161",26|25,恩主公醫院
新北市,三峽區,永舘里,"1","1","1","1",,"347808",26|25,恩主公醫院
新北市,三峽區,龍埔里,"1","1","1","1",,"2026379",26|25,恩主公醫院
新北市,三峽區,鳶山里,"1","1","1","1",,"4859998",,恩主公醫院
新北市,三峽區,龍恩里,"1","1","1","1",,"1076828",,恩主公醫院
新北市,鶯歌區,南靖里,"1","1","1",,"1","1924744",,恩主公醫院
新北市,樹林區,西園里,,"1",,"1",,"1845007",,恩主公醫院
新北市,淡水區,民權里,,"1",,,,"216788",,淡水馬偕紀念醫院 馬偕樓
新北市,淡水區,福德里,,"1","1","1",,"743297",,淡水馬偕紀念醫院 馬偕樓
新北市,淡水區,竹圍里,,"1",,,,"239168",,淡水馬偕紀念醫院 馬偕樓
新北市,八里區,龍源里,,"1","1","1",,"4605713",,淡水馬偕紀念醫院 馬偕樓
新北市,淡水區,民生里,,"1","1","1",,"1908485",,淡水馬偕紀念醫院 馬偕樓
新北市,淡水區,八勢里,,"1","1","1",,"3047852",,淡水馬偕紀念醫院 馬偕樓
新北市,淡水區,,,"1","1","1",,"1430166",,淡水馬偕紀念醫院 馬偕樓
新北市,八里區,米倉里,,"1","1","1",,"6306428",,淡水馬偕紀念醫院 馬偕樓
臺北市,北投區,一德里,,"1","1","1",,"2686626",,淡水馬偕紀念醫院 馬偕樓
新北市,淡水區,忠寮里,,"1","1",,,"3106249",,北新醫療社團法人北新醫院
新北市,淡水區,忠山里,,,,,,"3349517",,北新醫療社團法人北新醫院
新北市,淡水區,北投里,,"1","1","1",,"3377921",,北新醫療社團法人北新醫院
新北市,淡水區,水源里,,"1","1",,,"8870384",,北新醫療社團法人北新醫院
新北市,瑞芳區,爪峯里,"1","1","1","1",,"2271198",,瑞芳礦工醫院
新北市,瑞芳區,龍興里,"1","1","1","1",,"99774",,瑞芳礦工醫院
新北市,瑞芳區,東和里,"1","1","1",,,"656809",,瑞芳礦工醫院
新北市,瑞芳區,龍潭里,"1","1","1",,,"80274",,瑞芳礦工醫院
新北市,瑞芳區,龍川里,"1","1","1",,,"116164",,瑞芳礦工醫院
